nohup: ignoring input
/s/luffy/b/nobackup/mgorb/anaconda/envs/transformers/lib/python3.7/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: /s/luffy/b/nobackup/mgorb/anaconda/envs/transformers/lib/python3.7/site-packages/torchvision/image.so: undefined symbol: _ZN3c106detail19maybe_wrap_dim_slowEllb
  warn(f"Failed to load image Python extension: {e}")
Using Device cuda:2
Files already downloaded and verified
2425024
conv1.weight
True
conv2.weight
True
conv3.weight
True
conv4.weight
True
fc1.weight
True
fc2.weight
True
fc3.weight
True
Epoch: 1, Train loss: 1.6924906969070435, Test loss: 1.3651418972015381, Test Acc: 50.56
Epoch: 275, Train loss: 0.07985907047986984, Test loss: 0.7331278930664062, Test Acc: 86.32
Epoch: 276, Train loss: 0.07878630608320236, Test loss: 0.6969128747940063, Test Acc: 86.7
Epoch: 277, Train loss: 0.07697851210832596, Test loss: 0.7211176464080811, Test Acc: 86.85
Epoch: 278, Train loss: 0.07868039608001709, Test loss: 0.7539884298324585, Test Acc: 86.12
Epoch: 279, Train loss: 0.07430975884199142, Test loss: 0.7735819205284119, Test Acc: 85.98
Epoch: 280, Train loss: 0.08304187655448914, Test loss: 0.7409095350265503, Test Acc: 86.45
Epoch: 281, Train loss: 0.08140329271554947, Test loss: 0.7267973737716675, Test Acc: 86.23
Epoch: 282, Train loss: 0.07690758258104324, Test loss: 0.7166477283477783, Test Acc: 86.32
Epoch: 283, Train loss: 0.07776108384132385, Test loss: 0.7534420227050781, Test Acc: 86.66
Epoch: 284, Train loss: 0.07628567516803741, Test loss: 0.700888454246521, Test Acc: 86.84
Epoch: 285, Train loss: 0.07804328203201294, Test loss: 0.7397480159759522, Test Acc: 86.98
Epoch: 286, Train loss: 0.07712136209011078, Test loss: 0.725194338607788, Test Acc: 86.89
Epoch: 287, Train loss: 0.06904834508895874, Test loss: 0.73498141746521, Test Acc: 86.65
Epoch: 288, Train loss: 0.08104413002729416, Test loss: 0.7091372742652893, Test Acc: 86.6
Epoch: 289, Train loss: 0.08002322167158127, Test loss: 0.7168384246826172, Test Acc: 87.18
Epoch: 290, Train loss: 0.08299476653337479, Test loss: 0.7262222183227539, Test Acc: 86.89
Epoch: 291, Train loss: 0.072083979845047, Test loss: 0.7420334411621093, Test Acc: 86.41
Epoch: 292, Train loss: 0.0792272537946701, Test loss: 0.6973626264572144, Test Acc: 87.15
Epoch: 293, Train loss: 0.07504682242870331, Test loss: 0.6771390020370484, Test Acc: 86.79
Epoch: 294, Train loss: 0.07336748391389847, Test loss: 0.7217428911209106, Test Acc: 86.91
Epoch: 295, Train loss: 0.07545315474271774, Test loss: 0.6801236434936524, Test Acc: 86.5
Epoch: 296, Train loss: 0.07678364217281342, Test loss: 0.7081287969589234, Test Acc: 87.25
Epoch: 297, Train loss: 0.07385977357625961, Test loss: 0.7001731283187866, Test Acc: 86.74
Epoch: 298, Train loss: 0.07592126727104187, Test loss: 0.725630242729187, Test Acc: 86.2
Epoch: 299, Train loss: 0.07265780866146088, Test loss: 0.7198263637542724, Test Acc: 86.95
Epoch: 300, Train loss: 0.07729541510343552, Test loss: 0.6959526050567627, Test Acc: 86.69
Epoch: 301, Train loss: 0.08090945333242416, Test loss: 0.7143162153244018, Test Acc: 86.7
Epoch: 302, Train loss: 0.0785311833024025, Test loss: 0.7250072423934937, Test Acc: 86.67
Epoch: 303, Train loss: 0.08157441765069962, Test loss: 0.7171841438293457, Test Acc: 86.62
Epoch: 304, Train loss: 0.07745880633592606, Test loss: 0.7490382326126098, Test Acc: 86.9
Epoch: 305, Train loss: 0.07254580408334732, Test loss: 0.7421934958457946, Test Acc: 86.75
Epoch: 306, Train loss: 0.07387570291757584, Test loss: 0.7298322938919067, Test Acc: 87.06
Epoch: 307, Train loss: 0.07201818376779556, Test loss: 0.6941720908164978, Test Acc: 86.6
Epoch: 308, Train loss: 0.07195373624563217, Test loss: 0.6945838544845581, Test Acc: 86.91
Epoch: 309, Train loss: 0.07494397461414337, Test loss: 0.7226570509910584, Test Acc: 87.11
Epoch: 310, Train loss: 0.06843291968107224, Test loss: 0.708252807044983, Test Acc: 87.18
Epoch: 311, Train loss: 0.06823944300413132, Test loss: 0.7245198387145996, Test Acc: 86.57
Epoch: 312, Train loss: 0.07747511565685272, Test loss: 0.6970014158248902, Test Acc: 87.45
Epoch: 313, Train loss: 0.07221294939517975, Test loss: 0.7212448959350586, Test Acc: 86.86
Epoch: 314, Train loss: 0.07005684077739716, Test loss: 0.7204133724212647, Test Acc: 86.9
Epoch: 315, Train loss: 0.07208461314439774, Test loss: 0.7090156778335571, Test Acc: 87.59
Epoch: 316, Train loss: 0.07904428988695145, Test loss: 0.7469306684494018, Test Acc: 86.41
Epoch: 317, Train loss: 0.07572617381811142, Test loss: 0.7275906940460205, Test Acc: 86.76
Epoch: 318, Train loss: 0.07546432316303253, Test loss: 0.7307201894760131, Test Acc: 87.04
Epoch: 319, Train loss: 0.07094155251979828, Test loss: 0.7232005510330201, Test Acc: 86.67
Epoch: 320, Train loss: 0.07392245531082153, Test loss: 0.721666417980194, Test Acc: 86.92
Epoch: 321, Train loss: 0.06651834398508072, Test loss: 0.7212834716796875, Test Acc: 86.61
Epoch: 322, Train loss: 0.07183503359556198, Test loss: 0.7340902240753174, Test Acc: 87.11
Epoch: 323, Train loss: 0.0706787034869194, Test loss: 0.6919837646484375, Test Acc: 87.1
Epoch: 324, Train loss: 0.07456124573945999, Test loss: 0.7015080270767212, Test Acc: 86.57
Epoch: 325, Train loss: 0.06802870333194733, Test loss: 0.7509907325744629, Test Acc: 86.44
Epoch: 326, Train loss: 0.07383483648300171, Test loss: 0.67932214012146, Test Acc: 87.21
Epoch: 327, Train loss: 0.07201962918043137, Test loss: 0.7759923866271973, Test Acc: 86.09
Epoch: 328, Train loss: 0.07695893198251724, Test loss: 0.7297066883087158, Test Acc: 86.84
Epoch: 329, Train loss: 0.06541372090578079, Test loss: 0.7100607552528382, Test Acc: 86.67
Epoch: 330, Train loss: 0.07012904435396194, Test loss: 0.74341275806427, Test Acc: 86.42
Epoch: 331, Train loss: 0.07361231744289398, Test loss: 0.7264893030166626, Test Acc: 86.58
Epoch: 332, Train loss: 0.07434803992509842, Test loss: 0.7277586624145508, Test Acc: 86.9
Epoch: 333, Train loss: 0.069571852684021, Test loss: 0.761023175239563, Test Acc: 86.83
Epoch: 334, Train loss: 0.07004385441541672, Test loss: 0.7168634553909302, Test Acc: 86.79
Epoch: 335, Train loss: 0.07005564123392105, Test loss: 0.6907686971664428, Test Acc: 87.16
Epoch: 336, Train loss: 0.0683763325214386, Test loss: 0.7678238994598389, Test Acc: 86.45
Epoch: 337, Train loss: 0.06537594646215439, Test loss: 0.7572864225387573, Test Acc: 87.14
Epoch: 338, Train loss: 0.06924447417259216, Test loss: 0.7300906145095826, Test Acc: 86.74
Epoch: 339, Train loss: 0.07668847590684891, Test loss: 0.767568738937378, Test Acc: 86.48
Epoch: 340, Train loss: 0.06705960631370544, Test loss: 0.7129075536727906, Test Acc: 86.69
Epoch: 341, Train loss: 0.06752387434244156, Test loss: 0.7655781475067138, Test Acc: 86.58
Epoch: 342, Train loss: 0.06561845541000366, Test loss: 0.7320360473632812, Test Acc: 87.13
Epoch: 343, Train loss: 0.07325392961502075, Test loss: 0.7322354042053223, Test Acc: 87.26
Epoch: 344, Train loss: 0.06990265101194382, Test loss: 0.7165593297958374, Test Acc: 87.27
Epoch: 345, Train loss: 0.06537885218858719, Test loss: 0.7270655323028564, Test Acc: 87.09
Epoch: 346, Train loss: 0.0703902468085289, Test loss: 0.6895489055633545, Test Acc: 86.92
Epoch: 347, Train loss: 0.06746860593557358, Test loss: 0.7365272178649902, Test Acc: 86.99
Epoch: 348, Train loss: 0.06280010938644409, Test loss: 0.7123175380706787, Test Acc: 86.8
Epoch: 349, Train loss: 0.07059904932975769, Test loss: 0.7611465404510498, Test Acc: 86.78
Epoch: 350, Train loss: 0.07502386718988419, Test loss: 0.6856355609893798, Test Acc: 87.06
